Instance,Income
150645,65274
150646,637874
150647,137364
150648,264287
150649,57628
150650,57621
150651,61402
150652,141632
150653,204962
150654,19269
150655,43592
150656,121438
150657,35271
150658,10962
150659,188779
150660,191248
150661,38298
150662,137459
150663,232768
150664,75448
150665,202205
150666,41941
150667,28692
150668,229409
150669,215833
150670,52746
150671,67374
150672,37937
150673,3507
150674,34364
150675,201852
150676,39353
150677,40253
150678,26759
150679,35010
150680,75360
150681,130051
150682,261181
150683,136402
150684,106422
150685,174604
150686,39262
150687,32697
150688,53653
150689,107419
150690,91135
150691,35390
150692,36215
150693,31908
150694,49848
150695,46533
150696,39822
150697,136096
150698,230728
150699,201624
150700,29356
150701,36488
150702,47136
150703,205322
150704,61423
150705,219356
150706,401222
150707,94608
150708,78844
150709,18878
150710,126742
150711,113778
150712,41560
150713,57396
150714,31775
150715,81801
150716,9433
150717,161017
150718,169408
150719,31986
150720,131275
150721,20908
150722,33234
150723,47277
150724,98931
150725,232089
150726,92457
150727,175953
150728,113469
150729,82086
150730,70443
150731,35459
150732,28686
150733,263881
150734,51890
150735,72268
150736,108634
150737,18157
150738,243103
150739,25028
150740,22217
150741,102195
150742,23028
150743,94104
150744,44793
150745,205339
150746,18849
150747,100303
150748,59492
150749,148284
150750,28032
150751,86908
150752,79155
150753,578977
150754,64274
150755,37407
150756,1408
150757,246086
150758,14586
150759,35790
150760,42894
150761,49732
150762,161740
150763,144336
150764,46037
150765,150182
150766,58208
150767,96420
150768,23499
150769,30562
150770,67329
150771,35963
150772,85620
150773,28305
150774,30835
150775,203202
150776,251225
150777,13138
150778,85244
150779,28825
150780,19853
150781,17613
150782,39766
150783,40745
150784,40846
150785,278791
150786,82114
150787,93846
150788,77958
150789,27160
150790,65686
150791,17333
150792,48420
150793,18784
150794,12722
150795,74987
150796,47154
150797,43069
150798,377809
150799,925349
150800,50384
150801,35063
150802,657144
150803,33340
150804,13141
150805,25303
150806,33677
150807,71165
150808,29921
150809,49181
150810,72490
150811,56628
150812,53158
150813,29825
150814,71826
150815,56708
150816,36298
150817,53156
150818,29738
150819,132606
150820,64353
150821,67159
150822,145500
150823,100542
150824,46267
150825,38740
150826,45615
150827,114508
150828,53243
150829,63279
150830,258452
150831,34598
150832,97811
150833,46480
150834,51462
150835,57208
150836,53083
150837,14732
150838,51173
150839,45060
150840,34574
150841,15317
150842,121845
150843,299583
150844,16404
150845,57736
150846,11818
150847,31663
150848,49180
150849,124912
150850,37322
150851,48885
150852,15212
150853,23305
150854,33635
150855,36592
150856,84084
150857,72305
150858,63677
150859,64007
150860,527030
150861,27510
150862,165592
150863,58023
150864,344877
150865,44306
150866,49397
150867,39204
150868,52356
150869,252959
150870,32637
150871,120184
150872,28071
150873,22571
150874,72493
150875,24165
150876,36760
150877,67095
150878,372242
150879,39482
150880,23801
150881,14754
150882,349736
150883,210813
150884,107230
150885,236077
150886,158714
150887,58140
150888,87715
150889,77216
150890,17556
150891,32960
150892,71509
150893,94767
150894,46100
150895,152674
150896,239398
150897,205561
150898,140107
150899,190106
150900,48706
150901,19163
150902,129235
150903,92181
150904,41014
150905,115053
150906,16490
150907,98456
150908,55209
150909,23283
150910,153821
150911,66449
150912,55591
150913,25462
150914,75961
150915,60791
150916,32240
150917,55275
150918,78346
150919,42713
150920,54449
150921,3356
150922,106354
150923,80443
150924,30531
150925,108433
150926,104322
150927,35062
150928,67539
150929,191850
150930,9952
150931,274214
150932,22033
150933,23940
150934,95783
150935,48229
150936,106756
150937,38105
150938,64425
150939,316949
150940,17101
150941,7837
150942,41536
150943,721083
150944,24207
150945,77821
150946,61305
150947,203389
150948,26222
150949,146897
150950,266186
150951,9102
150952,262061
150953,533473
150954,46747
150955,97040
150956,73096
150957,459028
150958,50045
150959,48213
150960,35785
150961,163620
150962,80132
150963,38975
150964,309870
150965,586434
150966,15358
150967,110774
150968,23881
150969,74840
150970,44070
150971,122070
150972,29481
150973,22989
150974,31645
150975,104248
150976,165989
150977,183237
150978,37470
150979,30305
150980,65716
150981,126795
150982,81341
150983,82478
150984,12858
150985,59230
150986,424377
150987,42228
150988,27605
150989,266548
150990,146452
150991,42773
150992,99234
150993,16688
150994,46618
150995,51218
150996,100372
150997,117425
150998,201525
150999,38921
151000,336047
151001,83521
151002,122050
151003,264078
151004,136894
151005,33190
151006,49594
151007,72472
151008,38264
151009,33446
151010,54093
151011,53014
151012,40445
151013,193805
151014,364443
151015,42229
151016,52862
151017,57513
151018,64381
151019,181434
151020,126833
151021,92145
151022,208356
151023,28355
151024,7906
151025,27057
151026,145441
151027,268920
151028,166278
151029,146940
151030,27648
151031,34903
151032,327833
151033,22789
151034,18178
151035,37725
151036,342541
151037,31973
151038,211531
151039,31575
151040,65671
151041,52951
151042,113675
151043,101367
151044,150380
151045,55554
151046,506448
151047,35769
151048,18547
151049,61321
151050,84490
151051,174309
151052,148512
151053,19266
151054,45317
151055,56565
151056,74631
151057,40277
151058,30027
151059,453109
151060,28820
151061,129954
151062,540658
151063,164394
151064,220131
151065,54436
151066,51093
151067,71000
151068,62737
151069,393435
151070,60409
151071,31535
151072,345584
151073,74104
151074,31909
151075,121009
151076,51453
151077,36357
151078,218225
151079,33263
151080,78016
151081,144108
151082,203839
151083,142508
151084,23133
151085,150288
151086,217833
151087,48639
151088,156899
151089,311894
151090,14562
151091,25229
151092,10025
151093,28042
151094,166254
151095,23942
151096,321892
151097,139038
151098,89069
151099,74272
151100,28440
151101,36951
151102,101610
151103,246528
151104,43284
151105,29435
151106,89041
151107,109558
151108,155018
151109,28070
151110,93306
151111,17552
151112,8926
151113,60467
151114,133435
151115,25762
151116,20392
151117,41867
151118,135135
151119,32721
151120,185826
151121,253267
151122,145170
151123,18154
151124,43244
151125,67777
151126,81722
151127,45653
151128,60806
151129,14242
151130,90407
151131,111115
151132,19770
151133,151376
151134,228563
151135,152249
151136,110961
151137,97242
151138,26477
151139,62899
151140,135276
151141,13088
151142,154186
151143,36811
151144,9812
151145,26387
151146,85764
151147,126240
151148,567177
151149,184653
151150,17954
151151,66864
151152,130253
151153,187588
151154,111317
151155,101675
151156,52646
151157,10555
151158,103837
151159,233054
151160,71183
151161,296065
151162,130250
151163,32413
151164,20683
151165,79652
151166,51202
151167,228846
151168,17660
151169,115554
151170,133766
151171,15612
151172,48007
151173,59810
151174,27304
151175,105754
151176,47246
151177,195291
151178,30242
151179,116831
151180,41582
151181,24917
151182,12644
151183,45891
151184,40315
151185,37211
151186,20403
151187,12705
151188,136549
151189,126271
151190,34054
151191,7508
151192,36921
151193,69219
151194,16360
151195,49604
151196,176937
151197,21345
151198,58919
151199,25994
151200,62342
151201,90586
151202,73426
151203,83102
151204,114622
151205,25101
151206,425810
151207,55148
151208,54833
151209,120491
151210,59360
151211,259576
151212,248245
151213,180550
151214,420305
151215,189670
151216,77465
151217,25123
151218,67773
151219,202438
151220,188892
151221,79259
151222,429729
151223,29059
151224,47340
151225,119952
151226,251654
151227,162411
151228,57069
151229,56907
151230,130283
151231,67298
151232,20236
151233,3104
151234,193438
151235,30000
151236,271591
151237,56058
151238,38685
151239,24885
151240,151157
151241,65878
151242,26283
151243,213098
151244,24950
151245,178237
151246,434735
151247,164097
151248,38533
151249,55424
151250,189962
151251,84827
151252,49811
151253,107049
151254,60202
151255,163141
151256,104120
151257,31302
151258,163163
151259,60414
151260,96058
151261,94793
151262,322429
151263,102435
151264,13678
151265,37460
151266,52496
151267,268812
151268,58299
151269,89452
151270,86447
151271,17531
151272,112570
151273,22450
151274,170702
151275,25025
151276,31266
151277,33793
151278,201166
151279,46450
151280,143118
151281,18956
151282,22897
151283,11767
151284,49230
151285,29738
151286,53458
151287,369779
151288,57996
151289,18667
151290,52021
151291,160879
151292,15568
151293,140215
151294,15974
151295,2453
151296,65989
151297,35407
151298,65271
151299,15728
151300,106782
151301,4848
151302,149650
151303,146942
151304,32683
151305,168969
151306,46056
151307,211390
151308,54698
151309,163821
151310,20841
151311,116983
151312,127722
151313,25060
151314,50591
151315,31545
151316,51737
151317,291360
151318,16702
151319,27462
151320,111772
151321,93090
151322,36572
151323,22584
151324,157574
151325,257593
151326,102680
151327,84584
151328,64826
151329,119062
151330,43076
151331,43832
151332,37620
151333,47961
151334,102465
151335,18533
151336,46418
151337,20691
151338,19525
151339,22886
151340,92954
151341,139043
151342,31405
151343,18585
151344,48480
151345,4812
151346,66045
151347,133164
151348,97739
151349,61181
151350,197838
151351,107800
151352,344138
151353,213118
151354,29435
151355,49300
151356,25185
151357,13067
151358,78459
151359,31768
151360,146792
151361,210693
151362,161267
151363,90118
151364,22157
151365,24153
151366,20463
151367,22109
151368,650040
151369,186843
151370,122191
151371,228171
151372,116237
151373,79173
151374,9507
151375,106639
151376,36794
151377,9348
151378,906233
151379,161968
151380,76895
151381,432366
151382,163015
151383,40921
151384,55094
151385,91107
151386,79368
151387,259228
151388,73881
151389,31037
151390,400150
151391,205191
151392,27807
151393,18767
151394,61837
151395,148921
151396,33709
151397,125753
151398,33265
151399,103286
151400,49744
151401,66137
151402,53779
151403,120927
151404,169693
151405,74763
151406,7458
151407,21731
151408,60065
151409,10039
151410,233071
151411,143540
151412,74211
151413,21576
151414,80724
151415,13299
151416,219140
151417,57912
151418,81961
151419,25087
151420,30898
151421,203575
151422,21465
151423,28803
151424,141164
151425,311026
151426,256179
151427,83116
151428,152647
151429,74448
151430,707442
151431,65649
151432,42023
151433,55859
151434,171867
151435,55337
151436,48124
151437,122783
151438,192418
151439,45447
151440,87671
151441,56182
151442,37698
151443,270296
151444,76650
151445,88605
151446,140793
151447,16757
151448,47598
151449,85992
151450,54127
151451,681291
151452,19466
151453,207752
151454,88263
151455,201557
151456,57587
151457,170694
151458,144802
151459,72982
151460,26804
151461,265974
151462,75447
151463,68734
151464,1271349
151465,46393
151466,384288
151467,186224
151468,41640
151469,150715
151470,83462
151471,109282
151472,44128
151473,30863
151474,74575
151475,78938
151476,67874
151477,31075
151478,190517
151479,766864
151480,157453
151481,101059
151482,79362
151483,100143
151484,221850
151485,21203
151486,18449
151487,45233
151488,34718
151489,22601
151490,24724
151491,27153
151492,78707
151493,13176
151494,38245
151495,107642
151496,84372
151497,19044
151498,109271
151499,364202
151500,28300
151501,65887
151502,146933
151503,24074
151504,28836
151505,16871
151506,239265
151507,52304
151508,162643
151509,268253
151510,12390
151511,31275
151512,32645
151513,363337
151514,147395
151515,76612
151516,348198
151517,35784
151518,97953
151519,121568
151520,22221
151521,32081
151522,25009
151523,49051
151524,22997
151525,283064
151526,12889
151527,18892
151528,111046
151529,140628
151530,352418
151531,80312
151532,22183
151533,56662
151534,152471
151535,58413
151536,85807
151537,20775
151538,266278
151539,31196
151540,56974
151541,15298
151542,25095
151543,255753
151544,301775
151545,96606
151546,11661
151547,49239
151548,16466
151549,77714
151550,112668
151551,111181
151552,117599
151553,47136
151554,434764
151555,431846
151556,131910
151557,387859
151558,99122
151559,98624
151560,90126
151561,39342
151562,144854
151563,49021
151564,60422
151565,319670
151566,112810
151567,90625
151568,40676
151569,68343
151570,11933
151571,42195
151572,19703
151573,29830
151574,213060
151575,24612
151576,122393
151577,464881
151578,15390
151579,137810
151580,22142
151581,113069
151582,116494
151583,22141
151584,54419
151585,369543
151586,92112
151587,39928
151588,24387
151589,99141
151590,130078
151591,85517
151592,185698
151593,38195
151594,236973
151595,54510
151596,59186
151597,62112
151598,57521
151599,70810
151600,141624
151601,62877
151602,327063
151603,463433
151604,143412
151605,32415
151606,39612
151607,92656
151608,114394
151609,192263
151610,31956
151611,101852
151612,44991
151613,52181
151614,242858
151615,248961
151616,25208
151617,102891
151618,171896
151619,184892
151620,75757
151621,31695
151622,66877
151623,83015
151624,32074
151625,103607
151626,35148
151627,57958
151628,128252
151629,56813
151630,98351
151631,50067
151632,28337
151633,77589
151634,20322
151635,10654
151636,280691
151637,21424
151638,91076
151639,92711
151640,24496
151641,209149
151642,65544
151643,26433
151644,38820
151645,194497
151646,119099
151647,13950
151648,363741
151649,134887
151650,63083
151651,33321
151652,21920
151653,68211
151654,26388
151655,46659
151656,10224
151657,150940
151658,110520
151659,12909
151660,136027
151661,112192
151662,41680
151663,25271
151664,498823
151665,52494
151666,86058
151667,402344
151668,518716
151669,30401
151670,116415
151671,47220
151672,60258
151673,86413
151674,27682
151675,125685
151676,14195
151677,98026
151678,14242
151679,115699
151680,59685
151681,113113
151682,53589
151683,11767
151684,97243
151685,25358
151686,21586
151687,56083
151688,44388
151689,38247
151690,24409
151691,48263
151692,27547
151693,27347
151694,379715
151695,880582
151696,5126
151697,56796
151698,132498
151699,216569
151700,70294
151701,123920
151702,100482
151703,33123
151704,12851
151705,234427
151706,54087
151707,75119
151708,196271
151709,38156
151710,74774
151711,25375
151712,37045
151713,16527
151714,96392
151715,45210
151716,199489
151717,33203
151718,104766
151719,124702
151720,88610
151721,81330
151722,21422
151723,121077
151724,34649
151725,46664
151726,68775
151727,440651
151728,67992
151729,37879
151730,231955
151731,215366
151732,144720
151733,360704
151734,67240
151735,177661
151736,172884
151737,58770
151738,195730
151739,97310
151740,40769
151741,50328
151742,66752
151743,27742
151744,63714
151745,21550
151746,24695
151747,92782
151748,82523
151749,16261
151750,238327
151751,476570
151752,131387
151753,103792
151754,36883
151755,43104
151756,87113
151757,363590
151758,45295
151759,84615
151760,50897
151761,506124
151762,24923
151763,197225
151764,11641
151765,41207
151766,42167
151767,58712
151768,14211
151769,41700
151770,17511
151771,25804
151772,39170
151773,344041
151774,85260
151775,152740
151776,17874
151777,63826
151778,21309
151779,229135
151780,51524
151781,210254
151782,235089
151783,136819
151784,203076
151785,25725
151786,26857
151787,37130
151788,149891
151789,88080
151790,323940
151791,87531
151792,142043
151793,327794
151794,48778
151795,37742
151796,42415
151797,36992
151798,21246
151799,33265
151800,28468
151801,51996
151802,22177
151803,126786
151804,51124
151805,238817
151806,31089
151807,74942
151808,60357
151809,66889
151810,129117
151811,11669
151812,18507
151813,147043
151814,25292
151815,25736
151816,778600
151817,16027
151818,61569
151819,40295
151820,128940
151821,94176
151822,18613
151823,49315
151824,96111
151825,214144
151826,166903
151827,34634
151828,19266
151829,48138
151830,14896
151831,14081
151832,69806
151833,29880
151834,43043
151835,34272
151836,56621
151837,63309
151838,82981
151839,108174
151840,201603
151841,47831
151842,378309
151843,88189
151844,19642
151845,32301
151846,35312
151847,40413
151848,42226
151849,67983
151850,65700
151851,91699
151852,46816
151853,69667
151854,28953
151855,24153
151856,37387
151857,112307
151858,28081
151859,25964
151860,112949
151861,39222
151862,189359
151863,315296
151864,172380
151865,262102
151866,23318
151867,72503
151868,40999
151869,211168
151870,115108
151871,50158
151872,81833
151873,206269
151874,32148
151875,235691
151876,79562
151877,27968
151878,15023
151879,216892
151880,77513
151881,77308
151882,76596
151883,46504
151884,399429
151885,41533
151886,77455
151887,563315
151888,110538
151889,49675
151890,147764
151891,189345
151892,100740
151893,289776
151894,66192
151895,19901
151896,31081
151897,53148
151898,108666
151899,67602
151900,33692
151901,89758
151902,47611
151903,673879
151904,92134
151905,45438
151906,33688
151907,187688
151908,65405
151909,97937
151910,78675
151911,14455
151912,33796
151913,29819
151914,162564
151915,37725
151916,32876
151917,140472
151918,20951
151919,26048
151920,36821
151921,61512
151922,241997
151923,256285
151924,131241
151925,162077
151926,186733
151927,8512
151928,120691
151929,335072
151930,391294
151931,37293
151932,154142
151933,66475
151934,126401
151935,55390
151936,37685
151937,120629
151938,54025
151939,40920
151940,48976
151941,39494
151942,28415
151943,38222
151944,273823
151945,530876
151946,44403
151947,150806
151948,238362
151949,19427
151950,15998
151951,214945
151952,19103
151953,178761
151954,67965
151955,87217
151956,21917
151957,115019
151958,26649
151959,36568
151960,19382
151961,10114
151962,353479
151963,21512
151964,85726
151965,96553
151966,35225
151967,146284
151968,32789
151969,221116
151970,122389
151971,82759
151972,59653
151973,92461
151974,65777
151975,451125
151976,531818
151977,81940
151978,53716
151979,48570
151980,43325
151981,57221
151982,435974
151983,82820
151984,43611
151985,124318
151986,30376
151987,131114
151988,245804
151989,54997
151990,41201
151991,169369
151992,85045
151993,24737
151994,76619
151995,42048
151996,51633
151997,26746
151998,46660
151999,110618
152000,51775
152001,325831
152002,164732
152003,317696
152004,11614
152005,42686
152006,72303
152007,99949
152008,217770
152009,37739
152010,588893
152011,117881
152012,102458
152013,175415
152014,56351
152015,51269
152016,20238
152017,192294
152018,18035
152019,106150
152020,49189
152021,207978
152022,63006
152023,62977
152024,68469
152025,103512
152026,263517
152027,63842
152028,27266
152029,58910
152030,31961
152031,40473
152032,150438
152033,167395
152034,484896
152035,91922
152036,126951
152037,26295
152038,28114
152039,160116
152040,48410
152041,189640
152042,177970
152043,120781
152044,12920
152045,66337
152046,99101
152047,23874
152048,163281
152049,168556
152050,23727
152051,285989
152052,29816
152053,250413
152054,147304
152055,24643
152056,65612
152057,25752
152058,16586
152059,52822
152060,8496
152061,35936
152062,558296
152063,44797
152064,69767
152065,41178
152066,176008
152067,705685
152068,75151
152069,46858
152070,66322
152071,387797
152072,41728
152073,132702
152074,92250
152075,182916
152076,111913
152077,35966
152078,88301
152079,212128
152080,44191
152081,294569
152082,37397
152083,180775
152084,175384
152085,92179
152086,398505
152087,154022
152088,26510
152089,41312
152090,65089
152091,28857
152092,153865
152093,489645
152094,85830
152095,37541
152096,48481
152097,302864
152098,30182
152099,351948
152100,28881
152101,275334
152102,29513
152103,62911
152104,50985
152105,86563
152106,37846
152107,213148
152108,50979
152109,6380
152110,56512
152111,107444
152112,592923
152113,223050
152114,42772
152115,187087
152116,35278
152117,46096
152118,97650
152119,64391
152120,86806
152121,280142
152122,36071
152123,55196
152124,34934
152125,15142
152126,72088
152127,238318
152128,189137
152129,426692
152130,333708
152131,172740
152132,485746
152133,50186
152134,163593
152135,25673
152136,56833
152137,82662
152138,115341
152139,46035
152140,22646
152141,75052
152142,57770
152143,182102
152144,22378
152145,216454
152146,73030
152147,215238
152148,329116
152149,7953
152150,51636
152151,449536
152152,133845
152153,54649
152154,22863
152155,207778
152156,40752
152157,153527
152158,146307
152159,232285
152160,35205
152161,250104
152162,32901
152163,114922
152164,72728
152165,19199
152166,59621
152167,18117
152168,75725
152169,26561
152170,64375
152171,78073
152172,78075
152173,198662
152174,125718
152175,487040
152176,113880
152177,291016
152178,131036
152179,370444
152180,91424
152181,31818
152182,226429
152183,178748
152184,84726
152185,64039
152186,260108
152187,45099
152188,121995
152189,58852
152190,133164
152191,7480
152192,303282
152193,17649
152194,59490
152195,55872
152196,62423
152197,449801
152198,8944
152199,40751
152200,218082
152201,74579
152202,384490
152203,139595
152204,27455
152205,91879
152206,35870
152207,18956
152208,46671
152209,61014
152210,33833
152211,47549
152212,185411
152213,256756
152214,209201
152215,57424
152216,106903
152217,571005
152218,41341
152219,12669
152220,24613
152221,229561
152222,23130
152223,22205
152224,15609
152225,336779
152226,87661
152227,50360
152228,63122
152229,26174
152230,84383
152231,14866
152232,24857
152233,38697
152234,58321
152235,649781
152236,52869
152237,46425
152238,266948
152239,122701
152240,35682
152241,23759
152242,209362
152243,28713
152244,35617
152245,266622
152246,34301
152247,643508
152248,15701
152249,28013
152250,39792
152251,21975
152252,55951
152253,34816
152254,125823
152255,42089
152256,115802
152257,59039
152258,53761
152259,42748
152260,78600
152261,102616
152262,69770
152263,116044
152264,32514
152265,47875
152266,73647
152267,35607
152268,43829
152269,66706
152270,23099
152271,20597
152272,37254
152273,33003
152274,450128
152275,109667
152276,172371
152277,71719
152278,780162
152279,49180
152280,101629
152281,34666
152282,67843
152283,25358
152284,53746
152285,25937
152286,117407
152287,100111
152288,735224
152289,49632
152290,98908
152291,291569
152292,140739
152293,412667
152294,42358
152295,62578
152296,206448
152297,35380
152298,372658
152299,110093
152300,8802
152301,26829
152302,4164
152303,255451
152304,141533
152305,36900
152306,165331
152307,32728
152308,246571
152309,69062
152310,111346
152311,59994
152312,29522
152313,202691
152314,105204
152315,89230
152316,72069
152317,102061
152318,566935
152319,10055
152320,30728
152321,16890
152322,16452
152323,119924
152324,163168
152325,11771
152326,54102
152327,172200
152328,213002
152329,102652
152330,98676
152331,14777
152332,11564
152333,290371
152334,59809
152335,154224
152336,95572
152337,106070
152338,144578
152339,36099
152340,164481
152341,20502
152342,29973
152343,395112
152344,80676
152345,398003
152346,44864
152347,108379
152348,49555
152349,114067
152350,99424
152351,56853
152352,149177
152353,161303
152354,23636
152355,67290
152356,218335
152357,20124
152358,56594
152359,100246
152360,18051
152361,75960
152362,60538
152363,290309
152364,17415
152365,257216
152366,10690
152367,7800
152368,221189
152369,61392
152370,20989
152371,22300
152372,34237
152373,11948
152374,35451
152375,473947
152376,36474
152377,50321
152378,220832
152379,52129
152380,82922
152381,54989
152382,32038
152383,55625
152384,220905
152385,223167
152386,339708
152387,7847
152388,115739
152389,134925
152390,6940
152391,24854
152392,35434
152393,23976
152394,409666
152395,255577
152396,32635
152397,48678
152398,64511
152399,54947
152400,73779
152401,63881
152402,81032
152403,77773
152404,29920
152405,20337
152406,216151
152407,22864
152408,203234
152409,81931
152410,24773
152411,133488
152412,62498
152413,99805
152414,76416
152415,89727
152416,18706
152417,71614
152418,27970
152419,96306
152420,35987
152421,122718
152422,52686
152423,13810
152424,50138
152425,52867
152426,69311
152427,101299
152428,71029
152429,126843
152430,39466
152431,369475
152432,555285
152433,309708
152434,359727
152435,33415
152436,568874
152437,167282
152438,507942
152439,283035
152440,289052
152441,7256
152442,74172
152443,46398
152444,354685
152445,71998
152446,81959
152447,42587
152448,212877
152449,75997
152450,19624
152451,51958
152452,127187
152453,302374
152454,8897
152455,44863
152456,62868
152457,363054
152458,362181
152459,53690
152460,39224
152461,422793
152462,145691
152463,279443
152464,191445
152465,45477
152466,212761
152467,80061
152468,40843
152469,125052
152470,18283
152471,8722
152472,51073
152473,94645
152474,76619
152475,123398
152476,24230
152477,121674
152478,8303
152479,33489
152480,157009
152481,25971
152482,124090
152483,47515
152484,39292
152485,36280
152486,142920
152487,508832
152488,109887
152489,153896
152490,105417
152491,43686
152492,81982
152493,83034
152494,43637
152495,61830
152496,109125
152497,12994
152498,105046
152499,76669
152500,45682
152501,44628
152502,65362
152503,72707
152504,109421
152505,190461
152506,69001
152507,77795
152508,188575
152509,322990
152510,6612
152511,46315
152512,234351
152513,280885
152514,19046
152515,13651
152516,34873
152517,33518
152518,77561
152519,605674
152520,40348
152521,80399
152522,39232
152523,50496
152524,177271
152525,43026
152526,340892
152527,58034
152528,36837
152529,99234
152530,29690
152531,141745
152532,65680
152533,27884
152534,52052
152535,123913
152536,87925
152537,8371
152538,62853
152539,31754
152540,34433
152541,58013
152542,33408
152543,45775
152544,83274
152545,31675
152546,49369
152547,82178
152548,165276
152549,37329
152550,119811
152551,61033
152552,115330
152553,222121
152554,66549
152555,261912
152556,215914
152557,216317
152558,304295
152559,11085
152560,164839
152561,58475
152562,80805
152563,41413
152564,16437
152565,40923
152566,94088
152567,248902
152568,102923
152569,15972
152570,88305
152571,228772
152572,13564
152573,26422
152574,154157
152575,72087
152576,35404
152577,17635
152578,183617
152579,36813
152580,34529
152581,32461
152582,406683
152583,78041
152584,69456
152585,31908
152586,418311
152587,46953
152588,42481
152589,39838
152590,120122
152591,70512
152592,116892
152593,31131
152594,80514
152595,223844
152596,87839
152597,71250
152598,101304
152599,105813
152600,12700
152601,37230
152602,100532
152603,34562
152604,104757
152605,73752
152606,60182
152607,37248
152608,42998
152609,56070
152610,55925
152611,45330
152612,12667
152613,18075
152614,118635
152615,78529
152616,53222
152617,120711
152618,8588
152619,714517
152620,64343
152621,33686
152622,154994
152623,72642
152624,20320
152625,140996
152626,71536
152627,41844
152628,169449
152629,40006
152630,212066
152631,17110
152632,60285
152633,306565
152634,8710
152635,91620
152636,321370
152637,20103
152638,20351
152639,57662
152640,43589
152641,22897
152642,148193
152643,86427
152644,24229
152645,23737
152646,148630
152647,33212
152648,214852
152649,431703
152650,57173
152651,12624
152652,16004
152653,78353
152654,7853
152655,50772
152656,38334
152657,35693
152658,124410
152659,108503
152660,119933
152661,84273
152662,79277
152663,161034
152664,33111
152665,114446
152666,63029
152667,19759
152668,250006
152669,66711
152670,24748
152671,29406
152672,50738
152673,115227
152674,75774
152675,13883
152676,21117
152677,12108
152678,19787
152679,44201
152680,303177
152681,40691
152682,31670
152683,35589
152684,61137
152685,110062
152686,340980
152687,90345
152688,565020
152689,270483
152690,18039
152691,23406
152692,134262
152693,269147
152694,40676
152695,76403
152696,26311
152697,19882
152698,142117
152699,31286
152700,37618
152701,104515
152702,46081
152703,42314
152704,17629
152705,244975
152706,48428
152707,15647
152708,43116
152709,56613
152710,127223
152711,61167
152712,29957
152713,23889
152714,5448
152715,114626
152716,285133
152717,40447
152718,65039
152719,108191
152720,254790
152721,14794
152722,123646
152723,18902
152724,40245
152725,49451
152726,282365
152727,53779
152728,57355
152729,23147
152730,127193
152731,97505
152732,79597
152733,32297
152734,224804
152735,253737
152736,53108
152737,46920
152738,176979
152739,40641
152740,22100
152741,286163
152742,109821
152743,430954
152744,17761
152745,144407
152746,45707
152747,159925
152748,10188
152749,109668
152750,32162
152751,39004
152752,41941
152753,78914
152754,509608
152755,145421
152756,408684
152757,9268
152758,108623
152759,79942
152760,150542
152761,77387
152762,158062
152763,39004
152764,110488
152765,21851
152766,39990
152767,363904
152768,334729
152769,20016
152770,103179
152771,73531
152772,19705
152773,298555
152774,29489
152775,236644
152776,22486
152777,72466
152778,31372
152779,43944
152780,251983
152781,9199
152782,246300
152783,301948
152784,55968
152785,61329
152786,57664
152787,30891
152788,162319
152789,283399
152790,55800
152791,193427
152792,40545
152793,32579
152794,292372
152795,27302
152796,19090
152797,40706
152798,67423
152799,591725
152800,97919
152801,19258
152802,10595
152803,158470
152804,65255
152805,191513
152806,15706
152807,100272
152808,63140
152809,23689
152810,54448
152811,30529
152812,119191
152813,55031
152814,40017
152815,2480
152816,26797
152817,150413
152818,42306
152819,19625
152820,76181
152821,55898
152822,88423
152823,34851
152824,142600
152825,79886
152826,37210
152827,103307
152828,51555
152829,97303
152830,236417
152831,236405
152832,133472
152833,125236
152834,110990
152835,179833
152836,38054
152837,292989
152838,11652
152839,182766
152840,29980
152841,50697
152842,89355
152843,92608
152844,203927
152845,213474
152846,182638
152847,57445
152848,98229
152849,76232
152850,39066
152851,29763
152852,32202
152853,29039
152854,441679
152855,14381
152856,65110
152857,134523
152858,162305
152859,69783
152860,160735
152861,68296
152862,32033
152863,23489
152864,62179
152865,9182
152866,45872
152867,101618
152868,85905
152869,314952
152870,84086
152871,238612
152872,321865
152873,237211
152874,41648
152875,102258
152876,160538
152877,343567
152878,104428
152879,106368
152880,38858
152881,18340
152882,303651
152883,132492
152884,28471
152885,34794
152886,18946
152887,226816
152888,85970
152889,25207
152890,49172
152891,122230
152892,45369
152893,60757
152894,44105
152895,405899
152896,38309
152897,108091
152898,69011
152899,37343
152900,60572
152901,29802
152902,76913
152903,22171
152904,21488
152905,88190
152906,87809
152907,36340
152908,34106
152909,56215
152910,18458
152911,323128
152912,69078
152913,179172
152914,214268
152915,317395
152916,81368
152917,98472
152918,276304
152919,23078
152920,64030
152921,466097
152922,52830
152923,311523
152924,81564
152925,187582
152926,28066
152927,320898
152928,35116
152929,15420
152930,32310
152931,119007
152932,64875
152933,57780
152934,40783
152935,261129
152936,66711
152937,522430
152938,82559
152939,16178
152940,59768
152941,16507
152942,75284
152943,261048
152944,71534
152945,48992
152946,307164
152947,36852
152948,20162
152949,39675
152950,36116
152951,120660
152952,132224
152953,86992
152954,23532
152955,46170
152956,100012
152957,32865
152958,35875
152959,24630
152960,91950
152961,80823
152962,9970
152963,36944
152964,353920
152965,544083
152966,25667
152967,48025
152968,8918
152969,38099
152970,172873
152971,16236
152972,131750
152973,53487
152974,12202
152975,25100
152976,39169
